order_number,line_item,order_date,delivery_date,customerkey,productkey,quantity,currency_code,open_date,gender,first_name,last_name,city,state_code,state,zip_code,country,continent,birthday,year,month,age,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,Exchange_Rate,Generation
1470038,3,2019-09-01,2019-01-15,514089,430,3,EUR,2010-01-01,Female,Sara,Klein,Marktredwitz,BY,Freistaat Bayern,95615,Germany,Europe,1946-01-14,1946,January,78,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,0.8730,Early Era (1935-1950)
1828027,1,2020-02-01,2020-05-01,1484963,430,1,USD,2010-01-01,Female,Lynda,Fiore,Uniondale,IN,Indiana,46791,United States,North America,1944-11-21,1944,November,80,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Early Era (1935-1950)
1492024,1,2019-01-31,2019-07-02,1459686,430,1,USD,2010-01-01,Male,Evan,Bourassa,Ann Arbor,MI,Michigan,48104,United States,North America,1959-08-03,1959,August,65,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1503002,1,2019-11-02,2019-02-16,1693028,430,6,USD,2010-01-01,Male,Arthur,Hunter,Tarpon Springs,FL,Florida,34689,United States,North America,1982-01-17,1982,January,42,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
1509002,4,2019-02-17,2019-02-19,1928421,430,8,USD,2010-01-01,Male,Richard,Gray,Saint Louis,MO,Missouri,63101,United States,North America,1942-05-26,1942,May,82,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Early Era (1935-1950)
1809057,3,2019-12-14,2019-12-21,1763016,430,3,USD,2010-01-01,Male,Paul,Clinton,San Diego,CA,California,92105,United States,North America,1965-06-20,1965,June,59,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1807036,2,2019-12-12,2019-12-15,1746527,430,4,USD,2010-01-01,Male,Charles,Ferguson,Arlington Heights,IL,Illinois,60004,United States,North America,1971-12-15,1971,December,53,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
1613039,1,2019-01-06,2019-03-06,217859,430,4,CAD,2010-01-01,Female,Shanon,Spencer,Toronto,ON,Ontario,M3H 4J1,Canada,North America,1956-04-29,1956,April,68,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.3555,Digital Revolution (1951-1970)
1653030,3,2019-11-07,2019-07-17,1016078,430,5,GBP,2010-01-01,Male,Luke,Connolly,GIRTON,Newark and Sherwood,Newark and Sherwood,NG23 0BZ,United Kingdom,Europe,1946-11-19,1946,November,78,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,0.7957,Early Era (1935-1950)
1653035,7,2019-11-07,2019-07-15,713185,430,4,EUR,2010-01-01,Female,Sandra,Ferrari,Isera,TN,Trento,38060,Italy,Europe,1937-06-23,1937,June,87,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,0.8861,Early Era (1935-1950)
1659006,4,2019-07-17,2019-07-20,557051,430,3,EUR,2010-01-01,Female,Janina,Freitag,Heide,SH,Schleswig-Holstein,25736,Germany,Europe,1985-07-14,1985,July,39,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,0.8917,Tech Boom (1971-1990)
1826028,1,2019-12-31,2020-06-01,537758,430,2,EUR,2010-01-01,Male,Dennis,Nadel,Friedland,MV,Mecklenburg-Vorpommern,17095,Germany,Europe,1970-09-04,1970,September,54,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,0.8902,Digital Revolution (1951-1970)
1669013,1,2019-07-27,2019-02-08,1640955,430,4,USD,2010-01-01,Female,Michelle,Garcia,Tampa,FL,Florida,33602,United States,North America,1970-04-19,1970,April,54,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
2107000,1,2020-07-10,2020-10-10,1059222,430,3,GBP,2010-01-01,Male,Matthew,Abbott,MANFIELD,Darlington,Darlington,DL2 2SP,United Kingdom,Europe,1999-10-28,1999,October,25,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,0.7767,Modern Era (1991-2015)
1718000,1,2019-09-14,2019-09-17,1202353,430,2,USD,2010-01-01,Female,Peggy,Willis,Huntsville,AL,Alabama,35811,United States,North America,1952-07-29,1952,July,72,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1739019,2,2019-05-10,2019-06-10,1429300,430,1,USD,2010-01-01,Male,Kenneth,Correa,Soso,MS,Mississippi,39480,United States,North America,1950-01-13,1950,January,74,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Early Era (1935-1950)
1804015,2,2019-09-12,2019-11-12,1012373,430,4,GBP,2010-01-01,Female,Emily,Kemp,ENOCHDU,Perth and Kinross,Perth and Kinross,PH10 1GX,United Kingdom,Europe,1967-01-14,1967,January,57,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,0.7602,Digital Revolution (1951-1970)
1823103,1,2019-12-28,2019-12-31,1465552,430,2,USD,2010-01-01,Female,Nancy,Ford,Raleigh,NC,North Carolina,27604,United States,North America,1986-05-09,1986,May,38,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
1828014,3,2020-02-01,2020-06-01,706132,430,7,EUR,2010-01-01,Male,Aladino,Genovese,Lamezia Terme,CZ,Catanzaro,88046,Italy,Europe,1987-04-28,1987,April,37,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,0.8934,Tech Boom (1971-1990)
2028001,1,2020-07-20,2020-07-24,1025107,430,2,GBP,2010-01-01,Male,Dominic,Dodd,METHIL,Fife,Fife,KY8 9WZ,United Kingdom,Europe,1994-05-24,1994,May,30,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,0.7912,Modern Era (1991-2015)
1877041,3,2020-02-20,2020-02-24,1735191,430,1,USD,2010-01-01,Female,Martha,Brathwaite,New Brunswick,NJ,New Jersey,8901,United States,North America,1967-05-31,1967,May,57,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1949027,2,2020-02-05,2020-06-05,1800672,430,3,USD,2010-01-01,Female,Stephanie,Haley,Regent,ND,North Dakota,58650,United States,North America,1970-11-03,1970,November,54,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
2203001,1,2021-11-01,2021-01-14,2006486,430,8,USD,2010-01-01,Female,Sara,Bruland,Staten Island,NY,New York,10301,United States,North America,1972-11-10,1972,November,52,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.6300,269.9500,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
406001,5,2016-10-02,2016-02-15,1610147,2099,1,USD,2010-01-01,Female,Elizabeth,Gilliam,Springfield,MA,Massachusetts,1103,United States,North America,1965-03-01,1965,March,59,Contoso Water Heater 1.5GPM E0800 Green,Contoso,Green,131.2800,257.5000,804,Water Heaters,8,Home Appliances,1.0000,Digital Revolution (1951-1970)
869009,2,2017-05-18,2017-05-24,1127638,2099,2,GBP,2010-01-01,Male,Harrison,Carr,NORTON MALREWARD,Bristol,Bristol,BS18 7PP,United Kingdom,Europe,1971-04-22,1971,April,53,Contoso Water Heater 1.5GPM E0800 Green,Contoso,Green,131.2800,257.5000,804,Water Heaters,8,Home Appliances,0.7670,Tech Boom (1971-1990)
1375034,1,2018-06-10,2018-12-10,1767858,2099,2,USD,2010-01-01,Male,William,Dyar,Pine Bluff,AR,Arkansas,71602,United States,North America,1990-02-20,1990,February,34,Contoso Water Heater 1.5GPM E0800 Green,Contoso,Green,131.2800,257.5000,804,Water Heaters,8,Home Appliances,1.0000,Tech Boom (1971-1990)
1088046,1,2017-12-23,2017-12-29,813943,2099,7,EUR,2010-01-01,Male,Stevie,van Leerdam,Eindhoven,NB,Noord-Brabant,5643 KK,Netherlands,Europe,1935-07-08,1935,July,89,Contoso Water Heater 1.5GPM E0800 Green,Contoso,Green,131.2800,257.5000,804,Water Heaters,8,Home Appliances,0.8437,Early Era (1935-1950)
1592029,1,2019-11-05,2019-05-14,1570925,2099,1,USD,2010-01-01,Male,William,Slayton,Wadena,MN,Minnesota,56482,United States,North America,1960-10-29,1960,October,64,Contoso Water Heater 1.5GPM E0800 Green,Contoso,Green,131.2800,257.5000,804,Water Heaters,8,Home Appliances,1.0000,Digital Revolution (1951-1970)
1786035,2,2019-11-21,2019-11-25,1928466,2099,3,USD,2010-01-01,Male,Dennis,Weissmuller,Philadelphia,PA,Pennsylvania,19108,United States,North America,1957-09-21,1957,September,67,Contoso Water Heater 1.5GPM E0800 Green,Contoso,Green,131.2800,257.5000,804,Water Heaters,8,Home Appliances,1.0000,Digital Revolution (1951-1970)
406001,6,2016-10-02,2016-02-15,1610147,450,1,USD,2010-01-01,Female,Elizabeth,Gilliam,Springfield,MA,Massachusetts,1103,United States,North America,1965-03-01,1965,March,59,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
497008,3,2016-11-05,2016-05-20,1645532,450,3,USD,2010-01-01,Female,Katrina,Watson,Las Vegas,NV,Nevada,89109,United States,North America,1996-12-03,1996,December,28,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Modern Era (1991-2015)
728005,1,2016-12-28,2017-02-01,1354140,450,3,USD,2010-01-01,Male,John,Woody,Jonesville,LA,Louisiana,71343,United States,North America,1991-04-12,1991,April,33,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Modern Era (1991-2015)
757012,1,2017-01-26,2017-01-30,295061,450,1,CAD,2010-01-01,Male,James,Dejesus,Toronto,ON,Ontario,M8Z 4H4,Canada,North America,1978-12-02,1978,December,46,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.3129,Tech Boom (1971-1990)
771011,3,2017-09-02,2017-02-14,443446,450,1,EUR,2010-01-01,Female,Maria,Maurer,Edesheim,RP,Rheinland-Pfalz,67483,Germany,Europe,1965-05-15,1965,May,59,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,0.9353,Digital Revolution (1951-1970)
863000,2,2017-12-05,2017-05-16,1409986,450,1,USD,2010-01-01,Male,Dean,Moldenhauer,Holland,MI,Michigan,49423,United States,North America,1941-10-19,1941,October,83,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Early Era (1935-1950)
962009,1,2017-08-19,2017-08-26,34850,450,2,AUD,2010-01-01,Female,Caitlin,O'Loghlin,BLUE VALE,NSW,New South Wales,2380,Australia,Australia,1960-11-30,1960,November,64,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.2632,Digital Revolution (1951-1970)
992007,2,2017-09-18,2017-09-27,219959,450,1,CAD,2010-01-01,Female,Clara,Hall,Stayner,ON,Ontario,L0M 1S0,Canada,North America,1941-09-09,1941,September,83,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.2204,Early Era (1935-1950)
1084001,1,2017-12-19,2017-12-23,1449949,450,2,USD,2010-01-01,Female,Yolanda,Lang,Salinas,CA,California,93901,United States,North America,1976-12-05,1976,December,48,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
1109013,1,2018-01-13,2018-01-22,280277,450,3,CAD,2010-01-01,Male,Sam,Rodriguez,Orangeville,ON,Ontario,L9W 2C8,Canada,North America,1979-06-24,1979,June,45,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.2519,Tech Boom (1971-1990)
1237001,2,2018-05-21,2018-05-24,1968385,450,3,USD,2010-01-01,Male,Geppe,Ruelas,Quitman,TX,Texas,75783,United States,North America,1956-06-12,1956,June,68,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1433006,2,2018-03-12,2018-08-12,336239,450,8,CAD,2010-01-01,Male,Leon,Barbosa,Windsor,ON,Ontario,N9A 1H9,Canada,North America,1957-08-18,1957,August,67,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.3176,Digital Revolution (1951-1970)
1338015,2,2018-08-30,2018-03-09,580026,450,3,EUR,2010-01-01,Male,Maximilian,Meyer,Freyung,BY,Freistaat Bayern,94074,Germany,Europe,1961-03-09,1961,March,63,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,0.8553,Digital Revolution (1951-1970)
1353012,3,2018-09-14,2018-09-18,451706,450,1,EUR,2010-01-01,Female,Lena,Glockner,Eldena,MV,Mecklenburg-Vorpommern,19292,Germany,Europe,1963-07-12,1963,July,61,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,0.8555,Digital Revolution (1951-1970)
1592046,1,2019-11-05,2019-05-16,118271,450,1,AUD,2010-01-01,Female,Abigail,Reymond,ILUKA,NSW,New South Wales,2466,Australia,Australia,1956-09-08,1956,September,68,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.4300,Digital Revolution (1951-1970)
1464003,6,2019-03-01,2019-08-01,289320,450,2,CAD,2010-01-01,Male,Joe,Salmon,Newmarket,ON,Ontario,L3Y 2A3,Canada,North America,1964-08-04,1964,August,60,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.3564,Digital Revolution (1951-1970)
1513046,1,2019-02-21,2019-02-28,1985886,450,7,USD,2010-01-01,Male,William,Bazin,Oakland,CA,California,94612,United States,North America,1973-05-31,1973,May,51,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
1513063,2,2019-02-21,2019-02-24,1035789,450,4,GBP,2010-01-01,Female,Gracie,Boyle,BLACKWELL,Amber Valley,Amber Valley,DE55 5UT,United Kingdom,Europe,1982-01-31,1982,January,42,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,0.7645,Tech Boom (1971-1990)
1609007,1,2019-05-28,2019-02-06,396388,450,10,CAD,2010-01-01,Female,Annie,Wright,Calgary,AB,Alberta,T2E 6J8,Canada,North America,1985-10-29,1985,October,39,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.3466,Tech Boom (1971-1990)
1613032,1,2019-01-06,2019-07-06,1295545,450,3,USD,2010-01-01,Male,Craig,Jackson,Hanover,MD,Maryland,21076,United States,North America,1958-07-12,1958,July,66,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1660035,1,2019-07-18,2019-07-24,533705,450,4,EUR,2010-01-01,Male,Mathias,Maur,Pliening,BY,Freistaat Bayern,85652,Germany,Europe,1946-10-06,1946,October,78,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,0.8916,Early Era (1935-1950)
1667025,4,2019-07-25,2019-07-26,1201225,450,8,USD,2010-01-01,Male,John,Lally,Irvine,CA,California,92614,United States,North America,1996-06-02,1996,June,28,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Modern Era (1991-2015)
2180007,2,2020-12-19,2020-12-21,562147,450,3,EUR,2010-01-01,Female,Kristin,Bach,List,SH,Schleswig-Holstein,25990,Germany,Europe,1946-09-19,1946,September,78,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,0.8157,Early Era (1935-1950)
1699012,2,2019-08-26,2019-08-31,1179225,450,1,GBP,2010-01-01,Male,Christopher,Hayes,TORRIDON,Highland,Highland,IV22 5FY,United Kingdom,Europe,1974-11-21,1974,November,50,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,0.8169,Tech Boom (1971-1990)
1703014,1,2019-08-30,2019-07-09,1696508,450,1,USD,2010-01-01,Female,Claire,Wilkerson,Indianapolis,IN,Indiana,46218,United States,North America,1964-03-30,1964,March,60,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1793035,1,2019-11-28,2019-04-12,1713848,450,2,USD,2010-01-01,Female,Eva,Starnes,Anaheim,CA,California,92801,United States,North America,1978-01-08,1978,January,46,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
1870014,1,2020-02-13,2020-02-17,1540067,450,1,USD,2010-01-01,Female,Judith,Davis,Port Isabel,TX,Texas,78578,United States,North America,1981-12-09,1981,December,43,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Tech Boom (1971-1990)
1879023,1,2020-02-22,2020-02-28,1447016,450,1,USD,2010-01-01,Female,Lisa,Feller,Larkspur,CA,California,94939,United States,North America,1945-01-25,1945,January,79,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Early Era (1935-1950)
1893018,2,2020-07-03,2020-03-13,1896161,450,3,USD,2010-01-01,Male,Andre,Easterling,Omaha,NE,Nebraska,68114,United States,North America,1967-12-08,1967,December,57,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Digital Revolution (1951-1970)
1980011,1,2020-02-06,2020-06-06,1957757,450,5,USD,2010-01-01,Male,Asger,Brandt,Memphis,TN,Tennessee,38115,United States,North America,1936-11-23,1936,November,88,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.4800,919.0000,303,Desktops,3,Computers,1.0000,Early Era (1935-1950)
1844042,1,2020-01-18,2020-01-21,1451764,538,1,USD,2010-01-01,Male,Richard,Lane,Miami Springs,FL,Florida,33166,United States,North America,1977-11-12,1977,November,47,WWI CRT17 E106 White,Wide World Importers,White,50.4700,99.0000,304,Monitors,3,Computers,1.0000,Tech Boom (1971-1990)
420003,5,2016-02-24,2016-03-03,424546,538,1,EUR,2010-01-01,Female,Sabine,Drechsler,Ingolstadt,BY,Freistaat Bayern,85021,Germany,Europe,1954-10-06,1954,October,70,WWI CRT17 E106 White,Wide World Importers,White,50.4700,99.0000,304,Monitors,3,Computers,0.9107,Digital Revolution (1951-1970)
1808017,1,2019-12-13,2019-12-16,689695,538,5,EUR,2010-01-01,Female,Estelle,Lacroix,SAINT-BRIEUC,BR,Bretagne,22000,France,Europe,1966-10-20,1966,October,58,WWI CRT17 E106 White,Wide World Importers,White,50.4700,99.0000,304,Monitors,3,Computers,0.8949,Digital Revolution (1951-1970)
1830051,3,2020-04-01,2020-11-01,382960,538,1,CAD,2010-01-01,Female,Velia,Phillips,Winnipeg,MB,Manitoba,R3B 3K6,Canada,North America,2000-10-12,2000,October,24,WWI CRT17 E106 White,Wide World Importers,White,50.4700,99.0000,304,Monitors,3,Computers,1.2982,Modern Era (1991-2015)
1844042,2,2020-01-18,2020-01-21,1451764,1984,2,USD,2010-01-01,Male,Richard,Lane,Miami Springs,FL,Florida,33166,United States,North America,1977-11-12,1977,November,47,Fabrikam Microwave 2.2CuFt M1250 White,Fabrikam,White,91.9700,199.9900,803,Microwaves,8,Home Appliances,1.0000,Tech Boom (1971-1990)
996003,1,2017-09-22,2017-09-27,942807,1984,4,GBP,2010-01-01,Male,Morgan,Kennedy,WOODMANCOTE,Cotswold,Cotswold,GL7 4DB,United Kingdom,Europe,1956-04-21,1956,April,68,Fabrikam Microwave 2.2CuFt M1250 White,Fabrikam,White,91.9700,199.9900,803,Microwaves,8,Home Appliances,0.7370,Digital Revolution (1951-1970)
1695023,2,2019-08-22,2019-08-25,1038441,1984,3,GBP,2010-01-01,Male,Brandon,Nelson,HAGWORTHINGHAM,East Lindsey,East Lindsey,PE23 3RW,United Kingdom,Europe,1994-07-24,1994,July,30,Fabrikam Microwave 2.2CuFt M1250 White,Fabrikam,White,91.9700,199.9900,803,Microwaves,8,Home Appliances,0.8224,Modern Era (1991-2015)
1448030,4,2018-12-18,2018-12-22,703212,1984,8,EUR,2010-01-01,Male,Alarico,Romani,Monte Di Mezzo,TN,Trento,38050,Italy,Europe,1936-08-15,1936,August,88,Fabrikam Microwave 2.2CuFt M1250 White,Fabrikam,White,91.9700,199.9900,803,Microwaves,8,Home Appliances,0.8790,Early Era (1935-1950)
